pred_Dropout,pred_Enrolled,pred_Graduate,true
0.005833333333333334,0.07916666666666666,0.915,Graduate
0.9225,0.07666666666666666,0.0008333333333333334,Dropout
0.05333333333333334,0.09,0.8566666666666667,Graduate
0.26416666666666666,0.4533333333333333,0.2825,Enrolled
0.04486111111111111,0.05333333333333334,0.9018055555555556,Graduate
0.02,0.005833333333333334,0.9741666666666666,Graduate
0.07166666666666667,0.06166666666666667,0.8666666666666667,Graduate
0.1675,0.5175,0.315,Dropout
0.1425,0.72,0.1375,Enrolled
0.02,0.034166666666666665,0.9458333333333333,Graduate
0.9283333333333333,0.07,0.0016666666666666668,Dropout
0.2966666666666667,0.525,0.17833333333333334,Dropout
0.9925,0.005833333333333334,0.0016666666666666668,Dropout
0.0033333333333333335,0.056666666666666664,0.94,Graduate
0.016666666666666666,0.04,0.9433333333333334,Graduate
0.21333333333333335,0.21916666666666668,0.5675,Enrolled
0.48333333333333334,0.49416666666666664,0.0225,Enrolled
0.034166666666666665,0.12583333333333332,0.84,Graduate
0.019166666666666665,0.050833333333333335,0.93,Graduate
0.1825,0.13083333333333333,0.6866666666666666,Graduate
0.018333333333333333,0.016666666666666666,0.965,Graduate
0.82,0.1575,0.0225,Graduate
0.023333333333333334,0.14833333333333334,0.8283333333333334,Graduate
0.04416666666666667,0.08291666666666667,0.8729166666666667,Graduate
0.015833333333333335,0.03,0.9541666666666667,Graduate
0.955,0.043333333333333335,0.0016666666666666668,Dropout
0.985,0.014166666666666666,0.0008333333333333334,Dropout
0.8625,0.1375,0.0,Dropout
0.7216666666666667,0.1775,0.10083333333333333,Graduate
0.13916666666666666,0.845,0.015833333333333335,Dropout
0.029166666666666667,0.25916666666666666,0.7116666666666667,Enrolled
0.0525,0.6316666666666667,0.31583333333333335,Enrolled
0.006666666666666667,0.0016666666666666668,0.9916666666666667,Graduate
0.0225,0.27,0.7075,Graduate
0.9991666666666666,0.0008333333333333334,0.0,Dropout
0.7841666666666667,0.18583333333333332,0.03,Dropout
0.014166666666666666,0.011666666666666667,0.9741666666666666,Graduate
0.034166666666666665,0.015,0.9508333333333333,Graduate
0.028333333333333332,0.135,0.8366666666666667,Graduate
0.04416666666666667,0.44666666666666666,0.5091666666666667,Enrolled
0.23416666666666666,0.48833333333333334,0.2775,Dropout
0.84,0.12,0.04,Dropout
0.006666666666666667,0.015833333333333335,0.9775,Graduate
0.014166666666666666,0.08833333333333333,0.8975,Graduate
0.0,0.0016666666666666668,0.9983333333333333,Graduate
0.9941666666666666,0.0033333333333333335,0.0025,Dropout
0.12,0.36083333333333334,0.5191666666666667,Graduate
0.6925,0.11666666666666667,0.19083333333333333,Dropout
0.13333333333333333,0.29833333333333334,0.5683333333333334,Graduate
0.005833333333333334,0.010833333333333334,0.9833333333333333,Graduate
0.025833333333333333,0.11583333333333333,0.8583333333333333,Graduate
0.004166666666666667,0.016666666666666666,0.9791666666666666,Graduate
0.95,0.0475,0.0025,Dropout
0.1,0.14416666666666667,0.7558333333333334,Graduate
0.7733333333333333,0.22583333333333333,0.0008333333333333334,Dropout
0.008333333333333333,0.005,0.9866666666666667,Graduate
