pred_Dropout,pred_Enrolled,pred_Graduate,true
0.03517877396791011,0.42563070429624467,0.5391905217358453,Graduate
0.9374708155268893,0.01992766034374786,0.042601524129362904,Dropout
0.9751712318177884,0.016492391089482424,0.008336377092729223,Dropout
0.9082264069614743,0.08869319210982737,0.0030804009286983353,Dropout
0.9686647176316588,0.031073140331956843,0.000262142036384222,Dropout
0.9146930344624017,0.08440209186363844,0.00090487367395988,Dropout
0.050835887584549704,0.231349577501237,0.7178145349142132,Graduate
0.40470579802044737,0.5920753417694132,0.0032188602101394155,Enrolled
0.06287436398957517,0.10267360156533818,0.8344520344450865,Dropout
0.9859542656239165,0.01291945710419929,0.0011262772718843937,Dropout
0.9682527476722426,0.01931725206939627,0.012430000258361173,Dropout
0.8001746255341228,0.0475642605915189,0.1522611138743583,Dropout
0.04802586429580972,0.1946500302411664,0.757324105463024,Graduate
0.9786994947674671,0.020815932472961773,0.0004845727595711764,Dropout
0.9115062283987995,0.0861019188033784,0.0023918527978222617,Enrolled
0.02979527088980431,0.02486179205702045,0.9453429370531753,Graduate
0.9966697134468077,0.0017527081429743517,0.0015775784102178712,Dropout
0.9424317041811558,0.03823177302237689,0.01933652279646726,Dropout
0.030146292306187317,0.0732011165420885,0.8966525911517241,Graduate
0.1784653732043745,0.5783348697267551,0.2431997570688705,Enrolled
0.015561157485781948,0.20594839543351318,0.778490447080705,Graduate
0.008943309718094638,0.8445677305629151,0.14648895971899026,Enrolled
0.3225745470225757,0.622779964550447,0.05464548842697724,Dropout
0.12488408610728567,0.4272169302920984,0.44789898360061586,Graduate
0.0036575934963212994,0.001972833539895954,0.9943695729637827,Graduate
0.9755778733024874,0.02411160017898077,0.00031052651853186885,Dropout
0.9865116064888664,0.011507805584408101,0.001980587926725503,Dropout
0.05804524881649679,0.34383266365387954,0.5981220875296237,Enrolled
0.09099835193714788,0.6674587116178864,0.24154293644496574,Enrolled
0.9339274554204529,0.06461990966641609,0.001452634913130978,Dropout
0.03366617614431728,0.22354388998995714,0.7427899338657254,Graduate
0.04286590356534406,0.5872237663170441,0.3699103301176118,Graduate
0.07933602420867078,0.6549141716244536,0.26574980416687544,Enrolled
0.10601479165507521,0.3291333477251724,0.5648518606197525,Graduate
0.010019391085128565,0.07534025062790294,0.9146403582869685,Graduate
0.9751791032218889,0.022937015728880288,0.0018838810492306606,Dropout
0.009931297642760123,0.04283799773765587,0.947230704619584,Graduate
0.06466614624333458,0.17548441360758288,0.7598494401490825,Graduate
0.9942063592039302,0.005283593102437911,0.000510047693631906,Dropout
0.13763804254152345,0.4513633131385493,0.41099864431992733,Enrolled
0.9961553348426806,0.002097081605228812,0.0017475835520904814,Dropout
0.035813677154443356,0.15338180627540296,0.8108045165701536,Enrolled
0.034451903090962285,0.028621660698529235,0.9369264362105085,Graduate
0.07841189685612307,0.3223657154186462,0.5992223877252306,Graduate
