pred_Enrolled,pred_Graduate,pred_Dropout,true
0.026209975682203096,0.968587707598972,0.005202316718824984,Graduate
0.07748270271544183,0.005936861986966622,0.9165804352975915,Dropout
0.0918456331773363,0.8606476201849214,0.04750674663774231,Graduate
0.6510456006458205,0.13638856593904877,0.2125658334151307,Enrolled
0.04107186138105896,0.9488852902453435,0.010042848373597387,Graduate
0.012689650434995012,0.9729401411807905,0.01437020838421457,Graduate
0.05177964391225928,0.8933296432366324,0.054890712851108234,Graduate
0.5400549331036982,0.23340203009389868,0.226543036802403,Dropout
0.8534949488328971,0.06930516470935451,0.07719988645774836,Enrolled
0.07946588902272587,0.8582597502253998,0.06227436075187432,Graduate
0.110709602551766,0.0021830651882117167,0.8871073322600221,Dropout
0.7997012445760577,0.0594345658342179,0.14086418958972433,Dropout
0.013379889572062232,0.0032238254198825983,0.9833962850080552,Dropout
0.03283666742871554,0.957100726961995,0.01006260560928939,Graduate
0.03303797008557976,0.9509886331513677,0.015973396763052677,Graduate
0.13646805169306722,0.6826804221132099,0.1808515261937228,Enrolled
0.5318543656791693,0.013033309039326771,0.4551123252815038,Enrolled
0.11425207328966974,0.8716436416218862,0.014104285088444145,Graduate
0.06783461793116509,0.9095839505087983,0.022581431560036645,Graduate
0.1749730436022583,0.708123824375372,0.11690313202236965,Graduate
0.022862525006636228,0.947526160050022,0.029611314943341824,Graduate
0.14690268368466944,0.01290957801817357,0.840187738297157,Graduate
0.30524856002810336,0.6380250335261384,0.056726406445758215,Graduate
0.05570282337976528,0.9296299423072609,0.014667234312973778,Graduate
0.03476834011584324,0.9456767228464369,0.019554937037719898,Graduate
0.03286936282782938,0.001505187650798513,0.9656254495213721,Dropout
0.0014877331333683474,0.0028115093749404517,0.9957007574916913,Dropout
0.051047068443963985,0.0006602007042288578,0.9482927308518071,Dropout
0.1022667962711306,0.029439094701041186,0.8682941090278282,Graduate
0.7524650243714233,0.005510146837425032,0.24202482879115175,Dropout
0.24935452219113258,0.7227815513354093,0.027863926473458134,Enrolled
0.6546836586692513,0.3044565536568708,0.040859787673878004,Enrolled
0.026466871910192966,0.9700442259347771,0.0034889021550298977,Graduate
0.14234074878223799,0.8448060798001491,0.012853171417612939,Graduate
0.00504331112464308,0.002697437890149455,0.9922592509852074,Dropout
0.06089119698949493,0.006991747961996328,0.9321170550485088,Dropout
0.020432223943858782,0.9709176004638549,0.008650175592286277,Graduate
0.017370130121369443,0.9604192782033163,0.02221059167531403,Graduate
0.10250844683891532,0.8791194018699079,0.018372151291176746,Graduate
0.5861557419261865,0.39226817111716666,0.02157608695664687,Enrolled
0.24257062708583071,0.3835594905020742,0.37386988241209507,Dropout
0.07476553635247041,0.009223936138817153,0.9160105275087124,Dropout
0.007722795012776614,0.9840849670333878,0.008192237953835719,Graduate
0.023368984085581888,0.9635968015057503,0.013034214408667696,Graduate
0.007825009296533035,0.9861427847049906,0.0060322059984763065,Graduate
0.009027310441406608,0.0032047401226395758,0.9877679494359538,Dropout
0.303832543329565,0.5638422166949574,0.13232523997547768,Graduate
0.10125016226979833,0.14570486657332665,0.753044971156875,Dropout
0.14836434469060647,0.7790264669014728,0.07260918840792073,Graduate
0.04934244932685774,0.9285640702904154,0.02209348038272691,Graduate
0.028130756158053574,0.961570200558105,0.010299043283841453,Graduate
0.03004543718867594,0.940343721594362,0.029610841216962037,Graduate
0.01913007474201068,0.0009798660470634374,0.9798900592109258,Dropout
0.10691397535408359,0.8649397817649525,0.028146242880963908,Graduate
0.30214859223876306,0.0118756053244507,0.6859758024367861,Dropout
0.008445779399992784,0.9837223819812035,0.00783183861880369,Graduate
0.009892505846447141,0.978740643475019,0.011366850678534003,Graduate
0.021392721898679398,0.9626284613594688,0.01597881674185183,Graduate
0.03652781835070601,0.0016232212276775025,0.9618489604216165,Dropout
0.7490790442901983,0.15300416902703215,0.09791678668276958,Enrolled
0.05859808884166449,0.6270041950999619,0.3143977160583735,Graduate
0.737606986894045,0.03386593288110553,0.22852708022484947,Graduate
