pred_Enrolled,pred_Graduate,pred_Dropout,true
0.004812842933158137,7.334767233725296e-05,0.9951138093945046,Dropout
0.05056600101418596,0.11417591877778493,0.8352580802080292,Dropout
0.6215731096746904,0.05496389822155662,0.32346299210375307,Dropout
0.355245939890422,0.5706963755820061,0.07405768452757189,Graduate
0.02217094839260134,0.9382777675512971,0.03955128405610169,Graduate
0.09894112558665762,0.7099487246732394,0.19111014974010293,Graduate
0.027242901003874765,0.2588045139881097,0.7139525850080154,Graduate
0.05873271531150839,0.8720923489735924,0.06917493571489917,Graduate
0.00722887843909602,0.0027755347908534353,0.9899955867700505,Dropout
0.007594373570343961,0.00220989171435518,0.9901957347153009,Dropout
0.006510470165526798,0.00020884554682954493,0.9932806842876437,Dropout
0.0044253763350942344,0.0035101330435203613,0.9920644906213854,Dropout
0.7232602067196259,0.13749517526613078,0.13924461801424315,Enrolled
0.06891042674514698,0.03119526551073058,0.8998943077441224,Dropout
0.08026932492871854,0.003344673215762747,0.9163860018555187,Dropout
0.012346537794285808,0.9846095046346021,0.003043957571112199,Graduate
0.21886552262920725,0.004020604276029768,0.7771138730947629,Dropout
0.051726963262192,0.9342233602192301,0.014049676518577974,Graduate
0.24407219882021794,0.5679305599668747,0.18799724121290737,Graduate
0.02482261616867984,0.9547495479500039,0.02042783588131617,Graduate
0.04134376762915163,0.004500316269088056,0.9541559161017603,Dropout
0.06659519207323115,0.11793211108062318,0.8154726968461457,Dropout
0.15534864517562075,0.8226466280203418,0.022004726804037218,Graduate
0.13161755226943167,0.8523703578821412,0.016012089848427127,Graduate
0.3039533044951427,0.6495090116575537,0.046537683847303744,Enrolled
0.0045028067381547646,0.9914265794792677,0.004070613782577493,Graduate
0.01497620141873742,0.980680658525906,0.004343140055356359,Graduate
0.7447056999571248,0.06657682365202354,0.18871747639085173,Enrolled
0.0021418212349566877,0.0004810848827544503,0.9973770938822889,Dropout
0.0022128235603197086,0.0004970328604535295,0.9972901435792266,Dropout
0.002002454999536956,3.194495039609775e-05,0.997965600050067,Dropout
0.06811046104683527,0.9102000748655399,0.021689464087625038,Dropout
0.44860212958680984,0.4403841021104035,0.1110137683027866,Graduate
0.7820408163282326,0.029892798864462604,0.18806638480730475,Enrolled
0.05687680119398002,0.9155862146547337,0.02753698415128623,Graduate
0.03260594869866142,0.9460284792861477,0.02136557201519097,Graduate
0.13828789096818625,0.0023955820439127244,0.859316526987901,Enrolled
0.06479025814756273,0.9188265971903015,0.01638314466213571,Graduate
0.04992157586636524,0.9371397118105096,0.012938712323125153,Graduate
0.048115958105419084,0.9293511593717108,0.022532882522870192,Graduate
0.03360185694616831,0.9589315077216318,0.007466635332199816,Graduate
