pred_Dropout,pred_Enrolled,pred_Graduate,true
0.14629945,0.46703434,0.3866662,Graduate
0.7120108,0.13921806,0.14877121,Dropout
0.7478762,0.12843291,0.12369085,Dropout
0.68567175,0.18579361,0.12853463,Dropout
0.7373805,0.13702877,0.12559064,Dropout
0.7054838,0.1661007,0.12841558,Dropout
0.16070454,0.26663736,0.5726581,Graduate
0.38418967,0.47367993,0.1421304,Enrolled
0.16400792,0.19771448,0.6382776,Dropout
0.7428059,0.13264795,0.12454614,Dropout
0.74184006,0.13279474,0.12536515,Dropout
0.6126669,0.1618764,0.22545661,Dropout
0.15738451,0.23932792,0.6032875,Graduate
0.7537183,0.12531275,0.12096895,Dropout
0.70077324,0.17046829,0.12875848,Enrolled
0.14199635,0.1423212,0.71568245,Graduate
0.7575714,0.12153028,0.12089829,Dropout
0.7249414,0.14541881,0.12963977,Dropout
0.14311378,0.16181701,0.69506925,Graduate
0.27835253,0.4851507,0.23649676,Enrolled
0.14209801,0.20637178,0.65153015,Graduate
0.18671963,0.5976489,0.21563151,Enrolled
0.36210868,0.4716902,0.16620111,Dropout
0.19726534,0.32725686,0.4754778,Graduate
0.12675358,0.12381878,0.7494277,Graduate
0.7547772,0.12430987,0.12091301,Dropout
0.75740445,0.12157769,0.12101784,Dropout
0.16638978,0.3260275,0.5075827,Enrolled
0.18188414,0.557325,0.26079085,Enrolled
0.7127023,0.15878046,0.12851726,Dropout
0.15086637,0.20444973,0.6446839,Graduate
0.15858966,0.4836851,0.3577252,Graduate
0.2141239,0.497487,0.28838906,Enrolled
0.18323854,0.3410883,0.47567314,Graduate
0.13235608,0.15954033,0.7081036,Graduate
0.7529543,0.12525733,0.121788405,Dropout
0.12680137,0.13617697,0.7370217,Graduate
0.16875139,0.22645947,0.6047891,Graduate
0.75748926,0.12151135,0.12099936,Dropout
0.19830546,0.4183752,0.38331938,Enrolled
0.75764793,0.12149325,0.12085881,Dropout
0.15639661,0.2054261,0.6381773,Enrolled
0.13899574,0.13517326,0.725831,Graduate
0.16928561,0.32518727,0.50552714,Graduate
0.12695248,0.1321456,0.74090195,Graduate
0.12753583,0.13186918,0.74059504,Graduate
0.2898896,0.32404485,0.38606557,Enrolled
0.15906401,0.1797212,0.66121477,Enrolled
0.74995005,0.12709863,0.12295134,Dropout
0.20774153,0.63480157,0.15745696,Enrolled
0.20077479,0.62516856,0.1740566,Enrolled
0.13263042,0.15893903,0.7084305,Graduate
0.1729502,0.43120778,0.39584202,Graduate
0.14233617,0.1585858,0.6990781,Graduate
0.13826433,0.20991361,0.6518221,Graduate
0.2122136,0.56240034,0.22538613,Enrolled
0.13435355,0.13822652,0.7274199,Graduate
0.17098305,0.29853436,0.5304826,Graduate
0.13612765,0.16723812,0.6966343,Enrolled
