pred_Dropout,pred_Enrolled,pred_Graduate,true
0.05465785,0.06805995,0.8772822,Graduate
0.8378553,0.1036081,0.05853657,Dropout
0.081847325,0.098954424,0.8191983,Graduate
0.2408739,0.5544513,0.20467475,Enrolled
0.059643015,0.08597446,0.85438246,Graduate
0.057481393,0.055529714,0.8869889,Graduate
0.08764134,0.09250208,0.8198566,Graduate
0.24742953,0.48153412,0.27103633,Dropout
0.10384028,0.79577106,0.100388646,Enrolled
0.07323572,0.08378502,0.84297925,Graduate
0.84149563,0.10408196,0.054422423,Dropout
0.32448906,0.5299983,0.14551261,Dropout
0.88612145,0.060904875,0.052973676,Dropout
0.0566956,0.072912596,0.8703918,Graduate
0.06246049,0.06839636,0.8691432,Graduate
0.29034925,0.25234735,0.45730338,Enrolled
0.43478385,0.5010856,0.064130604,Enrolled
0.06426494,0.14800209,0.787733,Graduate
0.06462802,0.08894263,0.84642935,Graduate
0.17371416,0.18519728,0.64108855,Graduate
0.07100834,0.0709404,0.8580513,Graduate
0.7848797,0.14852649,0.06659376,Graduate
0.0859286,0.26370987,0.65036154,Graduate
0.06575163,0.09215494,0.8420934,Graduate
0.06388001,0.07644891,0.8596712,Graduate
0.8852407,0.064074844,0.050684527,Dropout
0.8995447,0.050025698,0.050429612,Dropout
0.8333259,0.11410464,0.052569486,Dropout
0.85896885,0.078378014,0.062653124,Graduate
0.18433991,0.75025445,0.065405644,Dropout
0.07115394,0.23894083,0.6899053,Enrolled
0.08512119,0.6680651,0.24681377,Enrolled
0.053117704,0.059393853,0.8874885,Graduate
0.07027015,0.20024095,0.72948885,Graduate
0.8960358,0.052343905,0.051620398,Dropout
0.84741426,0.09450088,0.058084857,Dropout
0.057200156,0.06494473,0.8778552,Graduate
0.060050875,0.05911492,0.8808342,Graduate
0.068490624,0.1560558,0.7754535,Graduate
0.0840687,0.4931489,0.42278242,Enrolled
0.27675596,0.28267863,0.44056538,Dropout
0.8262048,0.11725125,0.05654405,Dropout
0.05664514,0.054697808,0.88865703,Graduate
0.056763183,0.06352061,0.8797162,Graduate
0.053027414,0.053321194,0.8936514,Graduate
0.89638686,0.052495632,0.051117484,Dropout
0.13901909,0.37041497,0.4905659,Graduate
0.71446145,0.10655275,0.1789859,Dropout
0.10656862,0.243775,0.64965636,Graduate
0.0600927,0.06818986,0.8717175,Graduate
0.059612308,0.066346824,0.8740409,Graduate
0.06230048,0.06787417,0.8698253,Graduate
0.8961859,0.054612778,0.04920138,Dropout
0.08669533,0.14808021,0.7652245,Graduate
0.6665605,0.27708012,0.056359388,Dropout
0.053845614,0.054632094,0.8915223,Graduate
0.055315685,0.054899283,0.8897851,Graduate
0.05711853,0.06405346,0.87882805,Graduate
0.8778805,0.07000114,0.052118387,Dropout
0.117027245,0.6893842,0.19358845,Enrolled
0.33989865,0.10284097,0.5572604,Graduate
0.2547443,0.6549808,0.090274945,Graduate
0.05250838,0.053532742,0.89395887,Graduate
0.8943632,0.052302606,0.053334158,Dropout
0.05564172,0.074556395,0.8698018,Graduate
0.06558202,0.11300839,0.8214096,Graduate
0.67071533,0.27083653,0.05844816,Dropout
0.06560719,0.08019038,0.8542024,Graduate
0.055179585,0.06295312,0.88186735,Graduate
0.89970624,0.0509658,0.049327962,Dropout
0.8966145,0.05298564,0.050399907,Dropout
0.14708942,0.56111395,0.2917966,Enrolled
0.053857207,0.056534816,0.889608,Graduate
0.055839017,0.068125546,0.87603545,Graduate
0.07205896,0.19849457,0.7294464,Graduate
0.05653498,0.09367259,0.8497925,Graduate
0.8931593,0.05504542,0.051795274,Dropout
0.061868846,0.07067928,0.86745197,Graduate
0.88986814,0.05921634,0.050915524,Dropout
0.68245566,0.10858956,0.20895475,Dropout
0.40694457,0.5165987,0.076456696,Enrolled
0.065456465,0.12466572,0.80987775,Graduate
0.05433861,0.06292802,0.88273335,Graduate
0.8984537,0.05258257,0.048963748,Dropout
0.78305364,0.09096413,0.12598225,Dropout
0.76882446,0.0878909,0.14328457,Dropout
0.06937259,0.07068429,0.85994315,Graduate
0.056173943,0.05582368,0.8880024,Graduate
0.56642646,0.13227645,0.3012971,Dropout
0.059498943,0.05478774,0.88571334,Graduate
0.8951465,0.0538313,0.051022243,Dropout
0.27931097,0.33232522,0.38836384,Enrolled
0.83749986,0.0768186,0.08568154,Dropout
0.83660483,0.10908184,0.05431335,Dropout
0.90261924,0.04866656,0.04871415,Dropout
0.10952458,0.58301425,0.30746117,Graduate
0.0772129,0.09611854,0.82666856,Graduate
0.06134007,0.071773335,0.86688656,Graduate
0.4209501,0.51223356,0.066816315,Dropout
0.6646822,0.11591187,0.21940592,Dropout
0.055859543,0.06083548,0.88330495,Graduate
0.15264918,0.67251587,0.17483503,Dropout
0.8475662,0.09591426,0.056519587,Enrolled
0.072938636,0.07744183,0.8496195,Graduate
0.33594185,0.31575334,0.34830475,Enrolled
0.065211505,0.068102345,0.8666861,Graduate
0.054540914,0.059600428,0.88585865,Graduate
0.84382486,0.10041843,0.055756845,Dropout
0.12901652,0.8064614,0.064522095,Enrolled
0.056581825,0.058720365,0.88469785,Graduate
0.900176,0.0502962,0.049527876,Dropout
0.08686514,0.112275526,0.8008594,Graduate
0.082947254,0.24075812,0.6762946,Enrolled
0.08304113,0.09841888,0.81854004,Graduate
0.06781391,0.07270123,0.85948485,Graduate
0.06254312,0.09726556,0.8401913,Graduate
0.08007895,0.2520839,0.6678372,Enrolled
0.1381959,0.70986474,0.1519393,Enrolled
0.05766661,0.06015578,0.8821776,Graduate
0.2817403,0.15142259,0.5668371,Graduate
0.8921583,0.05634551,0.0514962,Dropout
0.0563846,0.06170983,0.8819056,Graduate
0.23705934,0.30382124,0.4591194,Graduate
0.19380671,0.37711948,0.4290738,Enrolled
0.8847187,0.064158686,0.051122524,Dropout
0.14607242,0.73284036,0.12108718,Enrolled
0.0768037,0.08770858,0.8354878,Graduate
0.89897525,0.05173144,0.04929336,Dropout
0.33914363,0.5487423,0.11211401,Dropout
0.8930566,0.054910466,0.052032985,Dropout
0.90175486,0.049430847,0.04881428,Dropout
0.84810513,0.09830182,0.05359304,Dropout
0.5725551,0.37032226,0.057122607,Enrolled
0.06499215,0.09405269,0.8409552,Graduate
0.07924003,0.2338479,0.68691206,Graduate
0.06062406,0.067947045,0.87142897,Graduate
0.093600675,0.48706996,0.41932938,Enrolled
0.062426,0.06429686,0.87327707,Graduate
0.05448008,0.05810156,0.8874183,Graduate
0.073145434,0.11116339,0.8156912,Graduate
0.056438357,0.059366077,0.8841956,Graduate
0.074902475,0.19599006,0.72910756,Enrolled
0.9006924,0.050334018,0.0489736,Dropout
0.06809319,0.12214458,0.80976224,Graduate
0.888823,0.061886773,0.049290277,Dropout
0.06345079,0.068539955,0.8680092,Graduate
0.8840902,0.056493003,0.05941673,Dropout
0.8972981,0.05106462,0.05163739,Dropout
0.052417256,0.056413725,0.8911691,Graduate
0.059442446,0.08993473,0.85062283,Graduate
0.061020903,0.076708026,0.8622711,Graduate
0.19520354,0.2191999,0.58559656,Graduate
0.81448144,0.059626035,0.12589252,Dropout
0.72159946,0.14509496,0.13330561,Dropout
0.89873236,0.051894814,0.049372863,Dropout
0.900612,0.05043424,0.04895376,Dropout
0.89583063,0.052405253,0.051764116,Dropout
0.06114926,0.074431054,0.86441964,Enrolled
0.13995141,0.6872584,0.1727902,Enrolled
0.8661504,0.07482793,0.0590217,Dropout
0.07257553,0.07729518,0.8501293,Enrolled
0.8432931,0.10358312,0.053123817,Dropout
0.34093982,0.5820436,0.07701665,Enrolled
0.103579655,0.45661503,0.43980536,Enrolled
0.31047294,0.4930239,0.19650316,Enrolled
0.06330855,0.07348179,0.86320966,Graduate
0.077414826,0.43770504,0.4848801,Enrolled
0.05831707,0.08484969,0.8568332,Graduate
0.07233147,0.09945488,0.8282137,Graduate
0.056092627,0.06084966,0.88305765,Graduate
0.05879736,0.06898807,0.8722146,Graduate
0.05462869,0.054076828,0.8912945,Graduate
0.796824,0.082333654,0.1208424,Dropout
0.8965217,0.054142136,0.049336188,Dropout
0.055645216,0.056451723,0.88790303,Graduate
0.894941,0.054027304,0.05103166,Dropout
0.8745794,0.073878914,0.051541656,Dropout
0.07065437,0.18400541,0.7453403,Graduate
0.86772376,0.07887246,0.053403817,Dropout
0.88176596,0.064523265,0.05371075,Dropout
0.076005116,0.38766313,0.5363318,Graduate
0.21799082,0.679301,0.102708094,Enrolled
0.09927939,0.29817715,0.6025435,Dropout
0.89507926,0.054202355,0.050718397,Dropout
0.8850127,0.06339361,0.05159372,Dropout
0.08243166,0.21759334,0.699975,Enrolled
0.8876534,0.056660354,0.05568628,Dropout
0.061923202,0.076171175,0.86190563,Graduate
0.05235776,0.05496966,0.8926726,Graduate
0.20022058,0.7107518,0.08902761,Dropout
0.095502086,0.47425306,0.43024486,Graduate
0.09757555,0.42371875,0.4787057,Graduate
0.06475538,0.08638662,0.848858,Graduate
0.08357547,0.2605916,0.65583295,Graduate
0.14120518,0.16963229,0.68916255,Graduate
0.07429433,0.1527853,0.7729204,Graduate
0.89369816,0.056812152,0.0494897,Dropout
0.8926985,0.053599045,0.053702462,Graduate
0.1005729,0.6093584,0.2900687,Graduate
0.06099634,0.05517107,0.88383263,Graduate
0.6828665,0.2559498,0.061183676,Dropout
0.13766274,0.43198326,0.430354,Dropout
0.85546255,0.09021686,0.054320604,Dropout
0.059036262,0.07213021,0.86883366,Graduate
0.07813715,0.19127563,0.73058724,Graduate
0.08201889,0.2119526,0.7060286,Graduate
0.22763996,0.10325998,0.66910005,Graduate
0.100471444,0.35561678,0.54391176,Enrolled
0.90189606,0.04908654,0.049017437,Dropout
0.07034616,0.06768084,0.8619731,Graduate
0.05752237,0.062951095,0.87952656,Graduate
0.06392386,0.06959856,0.86647767,Graduate
0.7006216,0.23624088,0.06313756,Enrolled
0.15357825,0.69412386,0.15229794,Enrolled
0.0724303,0.1279091,0.7996606,Graduate
0.06383485,0.17311625,0.7630488,Graduate
0.14822054,0.37451893,0.4772606,Graduate
0.08392944,0.3401835,0.5758871,Graduate
0.081615075,0.26437175,0.6540131,Graduate
0.89877695,0.052252755,0.048970237,Dropout
0.05896285,0.06173364,0.8793035,Graduate
0.07577216,0.85573345,0.06849444,Enrolled
0.05628455,0.068332344,0.87538314,Enrolled
0.09387595,0.2843775,0.62174654,Graduate
0.10981766,0.6319716,0.25821075,Enrolled
0.096792705,0.37711078,0.5260965,Enrolled
0.08334619,0.06958751,0.84706634,Graduate
0.066163115,0.066798784,0.8670381,Graduate
0.8816416,0.066753805,0.051604614,Dropout
0.05627644,0.053493675,0.8902299,Graduate
0.061169583,0.0587826,0.88004786,Graduate
0.85583913,0.089875594,0.054285217,Dropout
0.06857834,0.06801081,0.8634109,Graduate
0.058278583,0.06838064,0.87334085,Graduate
0.89451724,0.054004118,0.05147868,Dropout
0.07012622,0.10678805,0.8230857,Graduate
0.06383245,0.06590391,0.87026364,Graduate
0.05708307,0.059757367,0.8831596,Graduate
0.06011782,0.2156539,0.72422826,Graduate
0.07915221,0.25424558,0.66660225,Graduate
0.8206236,0.12433042,0.055045955,Enrolled
0.8631541,0.08393631,0.052909546,Dropout
0.056034945,0.055626176,0.888339,Graduate
0.055538632,0.06061108,0.88385034,Graduate
0.9016677,0.049543433,0.04878886,Dropout
0.88700473,0.061506648,0.05148867,Dropout
0.26072013,0.67162216,0.067657724,Enrolled
0.14544049,0.6052755,0.24928398,Enrolled
0.079728454,0.14260043,0.7776711,Graduate
0.05861381,0.05617416,0.88521206,Graduate
0.30968678,0.21209127,0.47822192,Graduate
0.23818716,0.62106496,0.14074785,Enrolled
0.08464424,0.33493185,0.58042383,Graduate
0.07622955,0.17476186,0.74900854,Enrolled
0.18993862,0.6047092,0.20535217,Dropout
0.21566913,0.66065305,0.123677835,Enrolled
0.89742523,0.052419424,0.050155304,Dropout
0.0753653,0.35848612,0.5661486,Graduate
0.75266105,0.14287148,0.10446751,Dropout
0.88181627,0.065263234,0.0529205,Dropout
0.15135121,0.28414145,0.5645073,Graduate
0.89363456,0.054738358,0.051627137,Dropout
0.9012611,0.049528137,0.04921078,Dropout
0.8796863,0.0660399,0.054273847,Dropout
0.058816314,0.0700291,0.8711546,Graduate
0.2630178,0.65166724,0.085315004,Enrolled
0.9023063,0.0487037,0.048989996,Dropout
0.056558926,0.05446139,0.8889797,Graduate
0.05561167,0.058921605,0.88546675,Graduate
0.13985817,0.756658,0.10348377,Enrolled
0.062025804,0.072230995,0.8657433,Graduate
0.061034326,0.06927085,0.8696948,Graduate
0.10533352,0.12617165,0.7684948,Graduate
0.9017159,0.0494468,0.04883735,Dropout
0.10939483,0.19442339,0.6961818,Graduate
0.066413194,0.06009617,0.8734907,Graduate
0.18956566,0.44077802,0.36965638,Enrolled
0.057199053,0.053447977,0.889353,Graduate
0.06673854,0.14051211,0.79274935,Enrolled
0.053451315,0.06180752,0.8847412,Graduate
0.054549582,0.05846504,0.8869854,Graduate
0.052982595,0.053201396,0.89381605,Graduate
0.0803462,0.101349056,0.8183047,Graduate
0.4287053,0.47601506,0.095279634,Dropout
0.86091644,0.08481093,0.054272607,Dropout
0.05864668,0.06269422,0.8786591,Graduate
0.51359254,0.0973958,0.38901168,Dropout
0.15256764,0.3066799,0.5407525,Graduate
0.11517812,0.25301293,0.631809,Graduate
0.63745064,0.09367374,0.2688756,Graduate
0.05755847,0.05582282,0.8866187,Graduate
0.87254995,0.076103516,0.05134657,Dropout
0.85268366,0.09271546,0.054600805,Dropout
0.057599396,0.0708174,0.8715833,Graduate
0.3466247,0.59011453,0.06326078,Enrolled
0.86440027,0.08240174,0.05319798,Dropout
0.16562743,0.6887573,0.14561523,Enrolled
0.063308045,0.06693596,0.86975604,Graduate
0.06398897,0.13760921,0.7984018,Graduate
0.08917527,0.10003401,0.81079084,Graduate
0.16803019,0.5771616,0.25480825,Graduate
0.87770724,0.07007582,0.052217018,Dropout
0.16984619,0.4600533,0.37010053,Graduate
0.122454815,0.36090863,0.51663655,Graduate
0.7291146,0.21388862,0.05699678,Dropout
0.11377555,0.8254722,0.060752314,Enrolled
0.89896894,0.052049115,0.048981927,Dropout
0.20812888,0.6870239,0.10484721,Enrolled
0.056427836,0.0638081,0.879764,Graduate
0.89579546,0.052384634,0.05181986,Dropout
0.081109986,0.13950409,0.77938586,Graduate
0.1881515,0.6625068,0.14934172,Enrolled
0.18911268,0.53038996,0.28049734,Graduate
0.09002091,0.66042715,0.249552,Enrolled
0.7863435,0.10996591,0.10369052,Dropout
0.16589157,0.46872765,0.36538076,Enrolled
0.10551569,0.21318035,0.6813039,Graduate
0.35450864,0.578143,0.06734825,Enrolled
0.23500147,0.5000084,0.26499015,Dropout
0.23879375,0.67281765,0.08838859,Dropout
0.89306235,0.056888714,0.05004902,Dropout
0.074714564,0.09160745,0.833678,Graduate
0.18203387,0.7437186,0.074247465,Enrolled
0.88563734,0.05373367,0.060628947,Dropout
0.071882665,0.10077016,0.82734716,Graduate
0.64873964,0.2877414,0.063519016,Dropout
0.8971665,0.05304639,0.049787194,Dropout
0.07016055,0.096028574,0.83381087,Graduate
0.07294083,0.16781546,0.7592438,Graduate
0.15979913,0.73801,0.10219095,Dropout
0.08228182,0.84925383,0.068464294,Enrolled
0.058603887,0.07454701,0.86684906,Graduate
0.26066303,0.3504871,0.3888499,Enrolled
0.06343371,0.05700875,0.87955755,Graduate
0.06417596,0.064821996,0.871002,Graduate
0.055990644,0.05613967,0.88786966,Graduate
0.5667732,0.27974656,0.1534802,Dropout
0.07560168,0.10624814,0.8181502,Graduate
0.06448845,0.25468862,0.68082297,Enrolled
0.3091758,0.60373324,0.08709095,Enrolled
0.07440998,0.2856717,0.6399183,Graduate
0.8887037,0.060474746,0.050821546,Dropout
0.054465488,0.060273334,0.8852612,Graduate
0.08938875,0.09348236,0.8171289,Graduate
0.05921384,0.06719582,0.87359035,Graduate
0.09169633,0.1218595,0.7864441,Enrolled
0.24556863,0.5679519,0.18647946,Graduate
0.86639476,0.08175816,0.051847063,Dropout
0.055486083,0.054535422,0.8899785,Graduate
0.8954938,0.053478412,0.05102785,Dropout
0.25904065,0.64259547,0.098363824,Dropout
0.054589666,0.061986595,0.88342375,Graduate
0.07116947,0.0981617,0.8306688,Graduate
0.06127139,0.094122745,0.8446059,Graduate
0.81170374,0.1329934,0.0553028,Dropout
0.89496577,0.05474781,0.050286457,Dropout
0.08276187,0.18903738,0.7282008,Graduate
0.8236522,0.06968641,0.10666144,Dropout
0.060574003,0.062045388,0.8773806,Graduate
0.086131185,0.3394065,0.57446235,Dropout
0.8907477,0.05672693,0.052525327,Dropout
0.8427233,0.100384265,0.056892402,Dropout
0.11495115,0.22660324,0.6584456,Graduate
0.057432678,0.07326262,0.86930466,Graduate
0.09879203,0.7907419,0.11046606,Enrolled
0.07244898,0.060324125,0.86722696,Graduate
0.8899522,0.05886951,0.05117827,Enrolled
0.053576417,0.052979983,0.89344364,Graduate
0.0700915,0.07021514,0.8596934,Graduate
0.89354026,0.054364208,0.0520956,Dropout
0.14583302,0.14095013,0.7132169,Graduate
0.0657863,0.065312095,0.8689016,Graduate
0.678659,0.2639633,0.05737765,Enrolled
0.6505258,0.1608274,0.18864675,Enrolled
0.056202315,0.056916382,0.8868813,Graduate
0.583444,0.3520293,0.06452668,Enrolled
0.054054264,0.056522686,0.8894231,Graduate
0.058286548,0.07054901,0.8711645,Graduate
0.17142548,0.7534379,0.07513666,Enrolled
0.2616346,0.67041516,0.067950204,Enrolled
0.07409521,0.0890764,0.83682835,Graduate
0.5620299,0.35571858,0.08225153,Graduate
0.89309806,0.05719151,0.049710393,Dropout
0.07415534,0.071771055,0.85407364,Dropout
