pred_Dropout,pred_Enrolled,pred_Graduate,true
0.052560277,0.7138435,0.23359618,Graduate
0.91669357,0.035887092,0.04741934,Dropout
0.96737415,0.026351282,0.006274595,Dropout
0.8915788,0.10418011,0.0042410553,Dropout
0.9789587,0.020274729,0.00076660013,Dropout
0.9329024,0.06337693,0.0037206698,Dropout
0.06056348,0.39675397,0.5426825,Graduate
0.5159097,0.47564897,0.008441373,Enrolled
0.057481557,0.13752449,0.804994,Dropout
0.9876258,0.010672243,0.0017020069,Dropout
0.9654007,0.027297009,0.0073022703,Dropout
0.7690406,0.062070265,0.1688891,Dropout
0.05682199,0.30216813,0.64100987,Graduate
0.9804695,0.018785387,0.00074508385,Dropout
0.9192726,0.07771312,0.0030143207,Enrolled
0.03116242,0.06138687,0.90745074,Graduate
0.99302095,0.0049407855,0.0020382986,Dropout
0.96613187,0.027898315,0.005969851,Dropout
0.041392118,0.09903828,0.8595696,Graduate
0.17434639,0.6432159,0.1824377,Enrolled
0.02383601,0.13625337,0.8399106,Graduate
0.11768106,0.67330146,0.20901753,Enrolled
0.2342997,0.7199957,0.04570458,Dropout
0.098559976,0.31638432,0.5850557,Graduate
0.016806781,0.015175772,0.96801746,Graduate
0.9840412,0.01537887,0.00057991,Dropout
0.99355066,0.0044718394,0.0019774712,Dropout
0.08145827,0.5481287,0.37041298,Enrolled
0.1027642,0.6915373,0.20569845,Enrolled
0.906564,0.08805512,0.0053809187,Dropout
0.067601934,0.35497728,0.5774208,Graduate
0.078596584,0.53621274,0.38519067,Graduate
0.08939442,0.6556368,0.25496876,Enrolled
0.1344378,0.26599088,0.59957135,Graduate
0.01812925,0.12164783,0.8602229,Graduate
0.97915846,0.017156977,0.003684623,Dropout
0.016373472,0.086350456,0.8972761,Graduate
0.071444236,0.28310698,0.6454488,Graduate
0.99504,0.0045736707,0.00038634002,Dropout
0.10269187,0.47844648,0.41886163,Enrolled
0.9907353,0.0063320575,0.0029326559,Dropout
0.08615223,0.24227062,0.67157716,Enrolled
0.053032696,0.045302324,0.90166503,Graduate
0.06694073,0.34616265,0.58689666,Graduate
0.02229062,0.058945723,0.91876364,Graduate
0.017616833,0.037967347,0.9444158,Graduate
0.3215904,0.24441424,0.43399537,Enrolled
0.05850809,0.19183508,0.74965686,Enrolled
0.9808631,0.012643462,0.0064934143,Dropout
0.16227196,0.79928416,0.03844388,Enrolled
0.11568822,0.815083,0.06922877,Enrolled
0.029560635,0.15043923,0.8200001,Graduate
0.0556722,0.5666815,0.3776463,Graduate
0.037423447,0.12606877,0.8365078,Graduate
0.058778234,0.36914733,0.5720744,Graduate
0.11277324,0.5695266,0.31770015,Enrolled
0.02445994,0.030048963,0.94549114,Graduate
0.059142094,0.24982677,0.69103116,Graduate
0.02741297,0.09710702,0.87548006,Enrolled
0.082095355,0.22196127,0.69594336,Graduate
0.10266773,0.56103265,0.3362996,Graduate
0.95632875,0.040998153,0.0026730814,Dropout
0.808508,0.18396506,0.0075269793,Dropout
0.15153857,0.84439224,0.0040692426,Enrolled
0.029728793,0.040545017,0.9297262,Graduate
0.034397867,0.07859582,0.88700634,Graduate
0.99700075,0.0026182772,0.00038091623,Dropout
0.66422105,0.29765883,0.038120087,Enrolled
0.9803931,0.015097208,0.0045096506,Dropout
0.6212693,0.36914337,0.009587388,Dropout
0.01302284,0.025030544,0.9619466,Graduate
0.17431393,0.32208568,0.5036004,Graduate
0.017344827,0.012976263,0.96967894,Graduate
0.054698143,0.32491228,0.6203896,Enrolled
0.057958115,0.424592,0.51744986,Graduate
0.09516374,0.09416676,0.81066954,Graduate
0.17093486,0.2172964,0.6117687,Enrolled
0.10150358,0.36632013,0.53217626,Graduate
0.022782063,0.025542844,0.9516751,Dropout
0.019583307,0.03738305,0.9430337,Graduate
0.904707,0.09156117,0.003731829,Dropout
