pred_Dropout,pred_Enrolled,pred_Graduate,true
0.005176260848341528,0.02381092079377566,0.9710128183578829,Graduate
0.9401278634351298,0.05268084993679617,0.007191286628074157,Dropout
0.046595412639209736,0.08889784788484396,0.8645067394759463,Graduate
0.19594349584705972,0.533195393773564,0.27086111037937627,Enrolled
0.00827959948240458,0.09176402996457639,0.899956370553019,Graduate
0.019381495976552542,0.006061632440332784,0.9745568715831148,Graduate
0.05919501599908005,0.08250796814542359,0.8582970158554962,Graduate
0.19286319809724956,0.5729902002864949,0.2341466016162556,Dropout
0.05218753405260194,0.8993132435928328,0.04849922235456514,Enrolled
0.05398267024335044,0.06280625045559653,0.883211079301053,Graduate
0.9367021682475736,0.06176589837375781,0.001531933378668425,Dropout
0.31956664733935913,0.599591605096124,0.08084174756451681,Dropout
0.9803565480803483,0.01440868535094076,0.005234766568710901,Dropout
0.006016607891285327,0.03697484692166275,0.9570085451870519,Graduate
0.015527468184342322,0.02857999968854038,0.9558925321271172,Graduate
0.2322706343175535,0.10697170505143595,0.6607576606310105,Enrolled
0.29804160575557476,0.6854019574341639,0.016556436810261407,Enrolled
0.012664767910866029,0.11086573272790956,0.8764694993612244,Graduate
0.021994169784158697,0.046201560629734684,0.9318042695861067,Graduate
0.10498942315197964,0.15789931475868405,0.7371112620893364,Graduate
0.039924161665278624,0.02931132688247523,0.930764511452246,Graduate
0.886344460350857,0.0946211409694529,0.01903439867969008,Graduate
0.04620466401927551,0.3081791762178019,0.6456161597629227,Graduate
0.017872617983092365,0.04017899528738997,0.9419483867295176,Graduate
0.015342112125901709,0.039679584288383925,0.9449783035857143,Graduate
0.9787113204689277,0.01954324511475011,0.0017454344163221878,Dropout
0.9978585726240627,0.0014399101551043315,0.0007015172208330585,Dropout
0.9325306916667616,0.06639672501222209,0.00107258332101649,Dropout
0.9183621441785068,0.06007048025354627,0.021567375567946894,Graduate
0.23926514442270305,0.7548628843836915,0.005871971193605242,Dropout
0.02228364940234522,0.23008165105330308,0.7476346995443516,Enrolled
0.02436700500012233,0.7400048867597225,0.235628108240155,Enrolled
0.0036657966849149137,0.010992386192845132,0.9853418171222399,Graduate
0.0215776174612196,0.2569030145191804,0.7215193680195999,Graduate
0.9940420096915845,0.003187703030892637,0.002770287277522979,Dropout
0.9412665421172536,0.05353817373479058,0.005195284147955835,Dropout
0.009384474943337866,0.02202082664547377,0.9685946984111885,Graduate
0.02338891771346515,0.0170207057076826,0.9595903765788524,Graduate
0.016423565438013838,0.12054888287539148,0.8630275516865946,Graduate
0.017004500403198574,0.5753718412187763,0.40762365837802517,Enrolled
0.250037723060465,0.26824065354160104,0.48172162339793395,Dropout
0.903700034433153,0.0877218919011622,0.008578073665684647,Dropout
0.006287720604301632,0.0062504327882348006,0.9874618466074636,Graduate
0.013067367847091907,0.03723876724184626,0.9496938649110619,Graduate
0.0024257087866410647,0.002867476351566334,0.9947068148617927,Graduate
0.9829639870557018,0.012920119885861836,0.0041158930584364204,Dropout
0.1348533521033365,0.40013122535238316,0.46501542254428047,Graduate
0.7823825804986924,0.09283920553518643,0.12477821396612113,Dropout
0.09195193681579723,0.17833814497888867,0.7297099182053141,Graduate
0.017266981013849443,0.03947633984999406,0.9432566791361565,Graduate
0.010401785821507992,0.031134704787942218,0.9584635093905497,Graduate
0.01641493545963669,0.012865532634019461,0.970719531906344,Graduate
0.9833147584347156,0.016383122557137086,0.0003021190081473396,Dropout
0.03569627111586832,0.060979561295523885,0.9033241675886077,Graduate
0.7202854073716047,0.2766101831815199,0.0031044094468752957,Dropout
0.003854334713279549,0.005972981659402692,0.9901726836273177,Graduate
0.011019071108233832,0.011889602196216244,0.97709132669555,Graduate
0.007299456006894026,0.010792006528755161,0.9819085374643507,Graduate
0.9660264182338425,0.032220361412409665,0.0017532203537479365,Dropout
0.07495787023840642,0.7225932461056371,0.2024488836559565,Enrolled
0.3243591129195199,0.0690212397903352,0.606619647290145,Graduate
0.26893937766082193,0.7006419854373044,0.03041863690187369,Graduate
0.0018460211395972016,0.0029454372992977497,0.9952085415611049,Graduate
0.9762706978652764,0.012895419004929935,0.010833883129793507,Dropout
0.006712320499332237,0.03059941956675327,0.9626882599339145,Graduate
0.01344912889015775,0.08508290460358843,0.9014679665062538,Graduate
0.8478321631123569,0.14677397178294918,0.005393865104694018,Dropout
0.014698495509596789,0.030540660683820546,0.9547608438065827,Graduate
0.01517658522854613,0.05180471861619622,0.9330186961552576,Graduate
0.9956044774909445,0.004005009506385589,0.00039051300266990406,Dropout
0.9912368273720861,0.007553488329161154,0.00120968429875267,Dropout
0.156967552333242,0.6475231250811224,0.19550932258563564,Enrolled
0.008174305343761557,0.007679560518021788,0.9841461341382167,Graduate
0.007730186347261329,0.026314267133034724,0.9659555465197038,Graduate
0.03034898763393315,0.21189869796653288,0.7577523143995339,Graduate
