pred_Enrolled,pred_Graduate,pred_Dropout,true
0.005129697,0.00015142372,0.9947189,Dropout
0.036065944,0.08929289,0.8746411,Dropout
0.55949837,0.07828439,0.3622172,Dropout
0.37372234,0.5442152,0.08206242,Graduate
0.030983305,0.92701185,0.04200484,Graduate
0.05000617,0.8737375,0.07625632,Graduate
0.04406702,0.28933412,0.66659886,Graduate
0.05523803,0.8625294,0.08223261,Graduate
0.0067149433,0.0012899743,0.9919951,Dropout
0.005555381,0.0024625573,0.99198204,Dropout
0.0057892506,0.00033074056,0.99388003,Dropout
0.0036048656,0.002215684,0.9941795,Dropout
0.67510605,0.14257704,0.18231687,Enrolled
0.08040243,0.069210336,0.8503872,Dropout
0.069630265,0.0020964942,0.9282732,Dropout
0.019678133,0.9753082,0.005013647,Graduate
0.15507318,0.0024745313,0.8424523,Dropout
0.03351817,0.9483678,0.01811405,Graduate
0.17251468,0.6856842,0.1418011,Graduate
0.0140022095,0.9635283,0.022469541,Graduate
0.04257899,0.0055641644,0.95185685,Dropout
0.0424504,0.10880591,0.8487437,Dropout
0.15743919,0.82035506,0.02220576,Graduate
0.15244584,0.82948446,0.018069634,Graduate
0.26711825,0.6728388,0.060042918,Enrolled
0.007851473,0.98638445,0.0057640327,Graduate
0.013778386,0.98243445,0.00378714,Graduate
0.70864224,0.05380426,0.23755345,Enrolled
0.0015107064,0.00025174717,0.9982375,Dropout
0.0020603975,0.00044932522,0.9974903,Dropout
0.0023941637,0.00012455478,0.9974813,Dropout
0.046988867,0.94030094,0.012710203,Dropout
0.5063003,0.4045525,0.08914726,Graduate
0.8117941,0.029771844,0.15843402,Enrolled
0.05606572,0.91874844,0.02518582,Graduate
0.026290432,0.9547993,0.0189103,Graduate
0.10963679,0.0029002856,0.88746285,Enrolled
0.0899679,0.8861021,0.023929993,Graduate
0.050131403,0.93731284,0.012555789,Graduate
0.023797542,0.9582705,0.017931897,Graduate
0.053953007,0.93500584,0.011041095,Graduate
0.0065290174,0.9867402,0.0067307963,Graduate
0.7404413,0.12969428,0.12986435,Enrolled
0.06996626,0.009758044,0.9202756,Dropout
0.05267444,0.92786574,0.019459752,Graduate
0.005999004,0.9905748,0.0034262284,Graduate
0.031548224,0.001442466,0.96700937,Dropout
0.017334476,0.009410486,0.97325504,Dropout
0.5905633,0.36811674,0.04131997,Enrolled
0.012205774,0.9847162,0.0030780172,Graduate
0.04052048,0.95155215,0.007927326,Graduate
0.011704982,0.9836855,0.0046095834,Graduate
0.046779875,0.0032819484,0.94993824,Dropout
0.050581027,0.9362316,0.013187415,Graduate
0.0936384,0.15612514,0.7502364,Dropout
0.69292027,0.11941119,0.18766856,Enrolled
0.82019496,0.06862345,0.11118159,Enrolled
0.017685242,0.9478903,0.034424484,Graduate
0.006144298,7.666859e-05,0.993779,Dropout
0.18878612,0.7949003,0.016313592,Graduate
0.05647599,0.93739885,0.00612518,Graduate
0.021716679,0.97049505,0.007788239,Graduate
0.008602145,0.009294655,0.9821032,Dropout
0.6059407,0.261462,0.1325973,Dropout
0.85180795,0.0058098584,0.14238219,Enrolled
0.050436135,0.001838037,0.9477258,Dropout
0.03339339,0.952285,0.0143215675,Graduate
0.040010724,0.1381396,0.82184964,Dropout
0.016363725,0.9770826,0.006553691,Graduate
0.8119691,0.07602761,0.11200329,Enrolled
0.019307727,0.00019197974,0.9805002,Dropout
0.035974618,0.0025830697,0.9614423,Enrolled
0.705114,0.18408056,0.110805474,Graduate
0.00040187695,0.00014732417,0.99945074,Dropout
0.13837744,0.5966844,0.26493815,Graduate
0.0033084294,6.55554e-05,0.996626,Dropout
0.12804972,0.8411403,0.030810017,Graduate
0.0819665,0.8872345,0.030798955,Graduate
0.0019709794,0.0023044015,0.9957247,Dropout
0.10110651,0.8820547,0.016838826,Graduate
0.05957323,0.8859906,0.05443618,Graduate
0.06387045,0.92606163,0.010067961,Graduate
0.039408524,0.8085503,0.15204121,Graduate
0.64509034,0.066847034,0.2880626,Enrolled
0.27748293,0.24617432,0.47634274,Enrolled
0.0108969305,0.0125725465,0.9765305,Dropout
0.1708574,0.44419217,0.38495043,Graduate
0.015222403,0.9794241,0.005353503,Graduate
0.18306941,0.0071517,0.80977887,Enrolled
0.020102432,0.966765,0.013132657,Graduate
0.078296565,0.0044791214,0.91722435,Dropout
0.024429284,0.9586939,0.01687677,Graduate
0.19833174,0.6362036,0.16546471,Enrolled
0.76563287,0.0056574624,0.22870968,Enrolled
0.01881342,0.96841013,0.012776475,Graduate
0.10753571,0.86665994,0.02580433,Graduate
0.042712647,0.940932,0.016355328,Graduate
0.2953523,0.10488965,0.599758,Dropout
0.0184845,0.9756693,0.0058461297,Graduate
0.006899206,0.0007722136,0.9923286,Dropout
0.07004303,0.11191394,0.818043,Dropout
0.40820953,0.39280432,0.19898611,Enrolled
0.0007344511,0.00075915386,0.99850637,Dropout
0.07835053,0.1184894,0.8031601,Enrolled
0.042338226,0.9377687,0.019893061,Graduate
0.05288832,0.91878057,0.028331142,Graduate
0.053435463,0.8325196,0.11404494,Graduate
0.044349935,0.924526,0.031124068,Graduate
0.03268538,0.8274249,0.13988973,Graduate
0.012795824,0.00032292336,0.98688126,Dropout
0.004127662,0.9849524,0.010919972,Graduate
0.0007217536,0.00010112443,0.99917716,Dropout
0.017996747,0.0076845232,0.9743188,Dropout
0.18362042,0.775652,0.040727563,Graduate
0.022730548,0.0014503887,0.97581905,Dropout
0.021219017,0.97296304,0.005817917,Graduate
0.005858895,0.0010047687,0.9931363,Dropout
0.7625866,0.07474149,0.16267188,Enrolled
0.030095302,0.9461684,0.023736272,Graduate
0.010405009,0.005403342,0.98419166,Dropout
0.081379615,0.8444883,0.074132055,Graduate
0.022229947,0.96646726,0.011302794,Graduate
0.33138958,0.5609503,0.10766013,Graduate
0.017931715,0.96589625,0.016172031,Graduate
0.2673811,0.7112313,0.021387614,Enrolled
0.027889598,0.0016662829,0.9704441,Dropout
0.04159625,0.9318933,0.026510414,Graduate
0.106563814,0.87589794,0.01753818,Graduate
0.0026952839,0.0001507791,0.9971539,Dropout
0.0024994332,0.00017887753,0.99732167,Dropout
0.42449507,0.028082207,0.5474227,Enrolled
0.20501243,0.72286,0.07212758,Graduate
0.04215356,0.9379146,0.01993182,Graduate
0.030000387,0.95923215,0.01076747,Graduate
0.008601712,0.9751349,0.01626332,Graduate
