pred_Enrolled,pred_Graduate,pred_Dropout,true
0.046784014,0.930531,0.022684962,Graduate
0.023068618,0.97201824,0.004913129,Graduate
0.16871408,0.8025645,0.028721401,Graduate
0.61006284,0.07188939,0.31804776,Enrolled
0.0051181917,0.9865066,0.008375171,Graduate
0.02927932,0.9569111,0.013809559,Graduate
0.53277445,0.08256844,0.38465708,Enrolled
0.029466443,0.0010414466,0.9694921,Dropout
0.64513266,0.03557057,0.31929675,Enrolled
0.04798412,0.0044508153,0.9475651,Dropout
0.04127899,0.891825,0.06689594,Graduate
0.0037720103,0.9920425,0.0041855723,Graduate
0.6404644,0.090524025,0.26901156,Graduate
0.47631124,0.47397003,0.04971874,Enrolled
0.016930338,0.0047424133,0.9783272,Dropout
0.1410751,0.83991355,0.019011404,Graduate
0.008197474,0.0040769973,0.98772556,Dropout
0.5715806,0.048229117,0.38019028,Enrolled
0.11748139,0.004003348,0.87851524,Dropout
0.015011252,0.015088045,0.96990067,Dropout
0.039654884,0.9400936,0.02025151,Graduate
0.0046079275,0.9908791,0.004513029,Graduate
0.70059514,0.17262709,0.1267778,Graduate
0.3456028,0.0034514964,0.65094566,Dropout
0.101513684,0.8741576,0.0243287,Graduate
0.0122749945,0.002319478,0.98540545,Dropout
0.45428136,0.5020366,0.04368211,Graduate
0.010533249,0.0011813813,0.9882854,Dropout
0.0047525708,0.00020195043,0.99504554,Dropout
0.037845556,0.0025826767,0.9595718,Dropout
0.03378612,0.0058084666,0.9604054,Dropout
0.0049325293,0.0002718983,0.9947956,Dropout
0.047958974,0.93587196,0.016169045,Graduate
0.42451915,0.46327436,0.11220646,Enrolled
0.6729919,0.21463445,0.112373665,Enrolled
0.009011887,0.0033087812,0.9876793,Dropout
0.005598964,0.98458314,0.00981789,Graduate
0.0057662074,0.9895002,0.004733595,Graduate
0.017308148,0.9769071,0.005784859,Graduate
0.22153258,0.054317173,0.72415024,Dropout
0.0146072125,0.97525984,0.010132928,Graduate
0.121756054,0.11853802,0.7597059,Dropout
0.017038407,0.00036419346,0.9825974,Dropout
0.20419016,0.698473,0.097336866,Graduate
0.01078305,0.002484764,0.9867322,Dropout
0.6958495,0.21945214,0.08469838,Enrolled
0.14168233,0.018448431,0.83986926,Dropout
0.8474839,0.10569136,0.04682476,Enrolled
0.18541886,0.7474291,0.067152105,Graduate
0.18048458,0.019096458,0.800419,Dropout
0.050802525,0.0026272908,0.94657016,Dropout
0.041951012,0.93417037,0.023878591,Graduate
0.009289194,0.008885142,0.9818257,Dropout
0.21345982,0.7641331,0.02240708,Dropout
0.7945603,0.025365192,0.1800745,Enrolled
0.4418405,0.5055569,0.05260262,Enrolled
0.04903099,0.9455781,0.0053908913,Graduate
0.31488097,0.08888693,0.5962321,Enrolled
0.015730659,0.9669913,0.017278032,Graduate
0.21406545,0.76569045,0.020244138,Graduate
0.0073263785,0.98123884,0.011434826,Graduate
0.04123017,0.93685544,0.021914417,Graduate
0.44131675,0.47610927,0.08257396,Graduate
0.017111592,0.96820897,0.014679424,Graduate
0.55673784,0.3057807,0.13748145,Graduate
0.0004326488,0.00032495472,0.9992424,Dropout
0.07587232,0.87238836,0.05173939,Graduate
0.023307856,0.97008306,0.0066091167,Graduate
0.38317102,0.0029283438,0.61390066,Dropout
0.00032212745,0.00012666541,0.99955124,Dropout
0.027522903,0.93013287,0.042344194,Graduate
0.018918956,0.9654269,0.01565412,Graduate
0.7902576,0.17122458,0.038517807,Enrolled
0.02969185,0.9276988,0.04260932,Graduate
0.00016169899,0.00025456634,0.9995838,Dropout
0.58402526,0.34183663,0.0741381,Enrolled
0.009111938,0.98727137,0.0036166392,Graduate
0.42983508,0.45948112,0.11068374,Graduate
0.014481912,0.97649866,0.009019374,Graduate
0.01664576,0.9772174,0.0061368803,Graduate
0.29157028,0.6361537,0.07227604,Graduate
0.013785374,0.96914655,0.01706807,Graduate
0.32587373,0.6050622,0.06906408,Graduate
0.14981788,0.7908326,0.059349574,Graduate
0.024601607,0.039271418,0.936127,Dropout
0.70148927,0.08535821,0.21315248,Enrolled
0.28266296,0.623875,0.093462005,Graduate
0.19135158,0.013574426,0.795074,Dropout
0.06693929,0.8766014,0.056459364,Dropout
0.01970344,0.9701633,0.010133252,Graduate
0.011381768,0.972604,0.01601433,Graduate
0.059381917,0.89799637,0.04262176,Graduate
0.00591231,0.9884524,0.005635247,Graduate
0.6551866,0.07708087,0.2677325,Enrolled
0.00035125558,0.0004749937,0.9991737,Dropout
0.038463976,0.11435311,0.8471829,Dropout
0.33958402,0.40163487,0.25878108,Graduate
0.050531846,0.025896007,0.9235721,Dropout
0.14895299,0.82447326,0.026573787,Graduate
0.0149649,0.0012548319,0.9837803,Dropout
0.0048248484,0.0057902182,0.98938495,Dropout
0.08934015,0.0059003043,0.9047595,Dropout
0.05814573,0.0014942283,0.94036007,Dropout
0.0090942355,0.0031349673,0.9877708,Dropout
0.6960842,0.19671527,0.10720057,Enrolled
0.072159395,0.020257559,0.90758306,Dropout
0.5376402,0.38746503,0.07489477,Graduate
0.012533779,0.04302285,0.94444335,Dropout
0.00076358445,0.00029672353,0.9989397,Dropout
0.02359519,0.9641933,0.012211512,Graduate
0.012148295,0.9772435,0.010608195,Graduate
0.027041739,0.94582236,0.027135879,Graduate
0.20887214,0.0058295997,0.7852983,Dropout
0.03569023,0.9177402,0.0465696,Graduate
0.08003544,0.8971611,0.022803422,Graduate
0.41145295,0.002156777,0.58639026,Dropout
0.69660497,0.16138437,0.14201072,Enrolled
0.17096122,0.7184385,0.11060027,Enrolled
0.16958363,0.77238196,0.058034357,Graduate
0.80325943,0.08555475,0.11118582,Enrolled
0.23276281,0.7353708,0.031866346,Enrolled
0.0038587167,0.00029108097,0.9958502,Dropout
0.23647898,0.7239385,0.03958251,Graduate
0.057170134,0.006841343,0.9359885,Dropout
0.7601347,0.14093749,0.098927796,Enrolled
0.014028341,0.981671,0.004300732,Graduate
0.0377071,0.9301333,0.032159634,Graduate
0.027106332,0.9586632,0.014230495,Graduate
0.06918331,0.8667734,0.06404325,Enrolled
0.09625763,0.81960005,0.0841423,Enrolled
0.7133463,0.15246029,0.13419339,Enrolled
0.078697145,0.87771523,0.043587614,Graduate
0.22429898,0.011784402,0.7639166,Dropout
0.014229141,0.9708699,0.014900952,Graduate
0.047732458,0.5641486,0.38811895,Graduate
0.0188503,0.9658238,0.015325854,Graduate
0.023465486,0.9705373,0.0059972443,Graduate
0.43271086,0.0067221667,0.56056696,Dropout
0.038108923,0.94304526,0.018845791,Enrolled
0.631329,0.05719776,0.31147322,Enrolled
0.02247713,0.96410674,0.013416121,Graduate
0.7977463,0.049883615,0.15237008,Enrolled
0.06766777,0.9129005,0.019431712,Graduate
0.28013113,0.6795502,0.04031869,Graduate
0.032076456,0.9576944,0.010229176,Graduate
0.0888498,0.89108443,0.020065771,Graduate
0.008630742,0.0003161317,0.99105316,Dropout
0.0034938473,0.00039206404,0.996114,Dropout
0.15717433,0.8267521,0.016073607,Graduate
