pred_Enrolled,pred_Graduate,pred_Dropout,true
0.027305475,0.96752274,0.005171824,Graduate
0.06979426,0.0067850417,0.92342067,Dropout
0.08311935,0.87340266,0.04347802,Graduate
0.5611918,0.26305163,0.17575656,Enrolled
0.05563844,0.93028265,0.014078928,Graduate
0.0074027046,0.9751374,0.01745983,Graduate
0.06781686,0.8868298,0.045353368,Graduate
0.50499856,0.3028241,0.19217734,Dropout
0.8710377,0.06939493,0.059567384,Enrolled
0.046668574,0.90662515,0.046706304,Graduate
0.07043128,0.0014090652,0.9281597,Dropout
0.63737655,0.08308391,0.2795396,Dropout
0.025303312,0.004523387,0.97017324,Dropout
0.039923247,0.9499198,0.010156955,Graduate
0.04294219,0.93859935,0.018458474,Graduate
0.2149224,0.5020877,0.2829899,Enrolled
0.6010464,0.0144479945,0.3845056,Enrolled
0.11958618,0.86407787,0.016335899,Graduate
0.05841897,0.91565436,0.025926732,Graduate
0.15548322,0.6477623,0.1967545,Graduate
0.042342555,0.9063154,0.051342025,Graduate
0.105840534,0.01887355,0.8752859,Graduate
0.28995913,0.6604434,0.04959738,Graduate
0.049529314,0.93288505,0.01758562,Graduate
0.042317845,0.9380753,0.019606875,Graduate
0.028965633,0.0018653511,0.9691691,Dropout
0.0030209715,0.0011904073,0.99578863,Dropout
0.067954324,0.0010615403,0.9309841,Dropout
0.09583667,0.03714971,0.8670136,Graduate
0.78018856,0.0053874096,0.21442395,Dropout
0.23273504,0.7384768,0.028788146,Enrolled
0.7400934,0.22501166,0.03489495,Enrolled
0.013111044,0.98394,0.0029489412,Graduate
0.22467464,0.75158954,0.023735823,Graduate
0.0041056965,0.0030098811,0.9928844,Dropout
0.03581619,0.004930907,0.9592529,Dropout
0.023659417,0.96570957,0.010631059,Graduate
0.013725767,0.9677124,0.018561896,Graduate
0.12225354,0.85734814,0.020398328,Graduate
0.5947525,0.37587228,0.029375197,Enrolled
0.24373353,0.41014424,0.3461222,Dropout
0.08476858,0.012323899,0.90290755,Dropout
0.008105546,0.9824394,0.009455071,Graduate
0.022396563,0.96543556,0.012167867,Graduate
0.0028244876,0.99416333,0.003012192,Graduate
0.010968506,0.00638237,0.9826491,Dropout
0.3435601,0.5307167,0.12572321,Graduate
0.085769,0.13720338,0.77702767,Dropout
0.17219375,0.77779806,0.050008178,Graduate
0.03877183,0.94269055,0.018537648,Graduate
0.019852428,0.96881735,0.011330176,Graduate
0.021525517,0.9611945,0.01727994,Graduate
0.0090008965,0.00018200674,0.99081707,Dropout
0.061227653,0.9163521,0.022420278,Graduate
0.28232715,0.002994081,0.71467876,Dropout
0.007240298,0.98672044,0.0060392465,Graduate
0.008264757,0.98329353,0.008441674,Graduate
0.01766183,0.97220707,0.0101311365,Graduate
0.03703056,0.0021654414,0.96080405,Dropout
0.7444537,0.18361065,0.07193562,Enrolled
0.0712524,0.6604484,0.26829922,Graduate
0.72077173,0.034893386,0.24433486,Graduate
0.0026134544,0.9958474,0.0015392031,Graduate
0.009882371,0.008382241,0.9817354,Dropout
0.038351018,0.95365685,0.0079920655,Graduate
0.08028404,0.90259427,0.017121736,Graduate
0.09965551,0.0071346,0.89320993,Dropout
0.042559996,0.937046,0.020394035,Graduate
0.026243223,0.9608089,0.012947956,Graduate
0.0028379506,0.00040213423,0.99675995,Dropout
0.004529437,0.0012221442,0.9942484,Dropout
0.66454285,0.23120426,0.10425287,Enrolled
0.009119565,0.9844205,0.00645994,Graduate
0.021704964,0.9715577,0.0067373253,Graduate
0.19261403,0.7817997,0.025586314,Graduate
0.070044644,0.9196844,0.010270981,Graduate
0.0147247175,0.0026740034,0.98260134,Dropout
0.038665477,0.94357604,0.017758453,Graduate
0.012076111,0.0022284458,0.9856954,Dropout
